code,dept,number,name,credits,semester,prereqs,description
MA4790,MA,4790,Predictive Modeling,3.0,Fall,MA3740 or MA4710 or MA4720 or MA4780,"Application, construction, and evaluation of statistical models used for prediction and classification. Topics include data visualization and exploratory methods, the normal theory regression model, logistic and Poisson regression, linear and quadratic discriminant analysis, and classification with logit models. Some prior experience with R is expected."
MA4810,MA,4810,Financial Markets and Actuarial Math,3.0,"Spring, in odd years",MA3720 and MA3810,"Derivative securities, hedging, arbitrage, binomial and Black-Scholes pricing models. Life insurance and annuities. May include other topics on professional actuarial exams."
MA4820,MA,4820,Loss Distributions and Actuarial Math,3.0,"Spring, in even years",MA3720,"Loss distribution used for modeling insurance claims. Frequency, severity, coverage modifications, risk measures, models, credibility. May include other topics on professional actuarial exams."
MA4900,MA,4900,Mathematical Sciences Project,var,"Fall, Spring, Summer",,Independent study in an area of mathematical sciences under  the guidance of a faculty member.
MA4908,MA,4908,Theory of Numbers with Technology,3.0,Spring,MA3210 or MA3310 or MA3924,"Mathematical induction, Euclid's algorithm, prime and  composite integers, algebra of congruences, Chinese  remainder theorem, quadratic reciprocity law, number  theoretic functions, first degree Diophantine equations,  Pythagorean triples, Fermat and Mersenne numbers, factoring  algorithms, tests for primality and various applications.   Projects use Mathematica and EXCEL software packages."
MA4945,MA,4945,History of Mathematics,3.0,Fall,UN1015,"Survey of the development of mathematics from ancient times  to today. How cultural, mathematical, and technological developments have influenced one another throughout  history. Course provides all necessary historical  background."
MA4990,MA,4990,Topics in Mathematics,var,"Fall, Spring, Summer",,Students study in greater depth a particular area of  mathematics not studied in existing courses.
ME2110,ME,2110,Statics,3.0,"Fall, Spring, Summer",MA2160,"Force systems in two and three dimensions.  Includes  composition and resolution of forces and force systems,  principles of equilibrium applied to various bodies, simple  structures, friction, centroids, and moments of inertia.  Vector algebra used where appropriate. Prerequisite of MA2160 with a grade of C or better is required."
ME2150,ME,2150,Mechanics of Materials,3.0,"Fall, Spring, Summer",MEEM2110 or ME2110,"Introduction to  mechanical behavior of materials,  including stress/strain at a point, principle stresses and  strains, stress-strain relationships, determination of  stresses and deformations in situations involving axial  loading, torsional loading of circular cross sections, and  flexural loading of straight members. Also covers stresses  due to combined loading and buckling of columns."
ME2201,ME,2201,Introductory Thermodynamics,3.0,"Fall, Spring, Summer",MA2160 and CH1150 and CH1151,"This course introduces concepts of energy, energy conversion, mechanisms of heat and work transfer in processes and in cycles. It also covers the first and the second laws of thermodynamics. Prerequisite of MA2160 with a C or better is required."
ME2700,ME,2700,Dynamics,3.0,"Fall, Spring, Summer",PH2100 and (MEEM2110 or ENG2120 or ME2110),"First course in the principles of dynamics, covering the  motion of a particle, the kinematics and kinetics of plane  motion of rigid bodies, the principles of work and energy,  impulse and momentum. Uses vector methods."
ME2901,ME,2901,Mechanical &amp; Aerospace Engineering Practice I,3.0,"Fall, Spring, Summer",(MEEM2110(C) or ME2110(C)) and ENG1102 and UN1015,"Students develop laboratory and computer skills, Topics include product dissection, data acquisition, materials testing, 2D finite element modeling, 1D modeling and simulation."
ME2911,ME,2911,Mechanical &amp; Aerospace Engineering Practice II,3.0,"Fall, Spring, Summer",(MEEM2901 or ME2901) and (MEEM2201(C) or ME2201(C)) and (MEEM2110 or ME2110),Students further develop testing and simulation skills as they validate dynamic mechanical and thermal/fluid systems. Course emphasizes application of energy conservation principles to physical engineering systems as well as analysis and communication of data.
ME3201,ME,3201,introductory Fluid Mechanics &amp; Heat Transfer,4.0,"Fall, Spring, Summer",(MEEM2201 or ME2201) and (MEEM2911 or ME2911) and MA3160,"Course emphasizes internal flow and modes of heat transfer: control volume analysis of mass, momentum and energy, pipe and duct flow, dimensional analysis, steady and unsteady heat conduction, internal convection and application of boundary conditions, and simple heat exchanger design."
ME3400,ME,3400,Machine Design and Analysis,3.0,"Fall, Spring, Summer",MSE2100 and (ENG2120 or MEEM2150 or ME2150) and (MEEM2700 or ME2700),"In this course, students apply concepts from previous classes to design and analyze mechanical systems using solid elements, bolted joints, welds, springs, spinning shafts, bearings, and gears. Students use case studies to develop relationships between design and performance."
ME3601,ME,3601,Introduction to Manufacturing,4.0,"Fall, Spring, Summer",ME2901 or MEEM2901,This course introduces manufacturing processes and sequences with considerations of advantages and limitations. Metrology is covered alongside how GD&amp;T affects manufacturing. Considerations of design for manufacturing and assembly are introduced. Various types of manufacturing systems and operations management are covered with economic analyses.
ME3750,ME,3750,Dynamic Systems,4.0,"Fall, Spring, Summer",(MEEM2700 or ME2700) and (MA3520 or MA3521 or MA3530 or MA3560),"This course deals with the modeling, analysis and control of mixed physics systems. It covers differential equation generation for mechanical, thermal, and electrical systems, their simulation, and methods for analyzing their performance operating in both open and closed loop."
ME3901,ME,3901,Mechanical Engineering Practice III - Model Based Design,3.0,"Fall, Spring, Summer",(MEEM2911(C) or ME2911) and (MEEM2150 or ME2150) and (MEEM2700 or ME2700),Students apply the engineering design process by combining engineering science with simulation tools to guide design decisions. They use energy-based models to determine design direction and design-based simulation to select and optimize components and subsystems to meet design requirements.
ME3911,ME,3911,Mechanical Engineering Practice IV,3.0,"Fall, Spring",(MEEM2911 or ME2911) and (MEEM3901(C) or ME3901(C)),"Students create simulations and validation procedures to verify that components and assembled system meet desired requirements. Experimental methods, simulation, data processing, comparing experimental and analytical results, and engineering communication methods are emphasized."
ME3990,ME,3990,Special Topics in Mech Engg,var,"Fall, Spring, Summer",,"Problems in mechanical engineering, engineering mechanics, manufacturing, or industrial engineering that are not covered in regular courses."
ME3999,ME,3999,Mechanical Engineering Undergraduate Research Project,3.0,"Fall, Spring, Summer",,An undergraduate research experience during the junior year in mechanical engineering. Students work directly with faculty on active research projects/grants. A report will be submitted and graded.
ME4150,ME,4150,Intermediate Mechanics of Materials,3.0,"Fall, Summer",MEEM2150 or ME2150,"Basic concepts of three-dimensional stress and strain.  Inelastic behavior of axial members, circular shafts and  symmetric beams. Deflections of indeterminate beams.  Unsymmetrical bending, shear flow and shear center for open  sections. Energy methods for structures made up of  one-dimensional elements. Introduction to theories of  failures."
ME4170,ME,4170,Failure of Materials in Mechanics,3.0,Spring,MEEM3400 or ME3400,"Identifies the modes of mechanical failure that are  essential to prediction and prevention of mechanical  failure. Discusses theories of failure in detail. Treats the topic of fatigue failure extensively and brittle fracture, impact and buckling failures at some length."
ME4180,ME,4180,Engineering Biomechanics,3.0,Spring,(MEEM2150 or ME2150) and (MEEM2700 or ME2700),"Engineering mechanics applied to the human body in health and disease or injury, which includes mechanics of human biological materials and engineering design in musculoskeletal system.  Also studies on mechanics of posture (occupational biomechanics) and locomotion (sports biomechanics) using mathematical models of the human body."
ME4200,ME,4200,Principles of Energy Conversion,3.0,Fall,MEEM3201 or ME3201 or CM3230 or ENG3200 or CEE3200 or MSE3100,"Introduces fundamentals of energy conversion and storage. Topics include fossil and nuclear fuels, thermodynamic power cycles, solar energy, photovoltaics, and energy storage."
ME4201,ME,4201,Applied Thermodynamics,3.0,"Fall, Spring, Summer",MEEM3201(C) or ME3201(C),"This course focuses on the application of the first and second laws of thermodynamics to gas power cycles, vapor and combined power cycles, refrigeration cycles, gas mixture properties, gas-vapor mixtures and air-conditioning, and reacting mixtures (combustion)."
ME4202,ME,4202,Applied Fluid Mechanics &amp; Heat Transfer,3.0,Fall,MEEM3201 or ME3201,"Intermediate fluid mechanics and heat transfer topics are covered. These include necessary considerations of: differential analysis of fluid flows based on Navier-Stokes equations, lift and drag, convective heat transfer in external flows, radiation, and simple considerations of condensation and boiling."
ME4210,ME,4210,Computational Fluids Engineering,3.0,Fall,MEEM3201(C) or ME3201(C),This course introduces students to computational methods used to solve fluid mechanics and thermal transport problems. Computer-based tools are used to solve engineering problems involving fluid mechanics and thermal transport.
ME4220,ME,4220,Internal Combustion Engines I,3.0,Fall,MEEM3201 or ME3201,"This course teaches the operational principles of spark-ignition and compression-ignition internal combustion engines through the application of thermodynamics, fluid dynamics, and heat transfer. Course studies engine performance, efficiency, and emissions using cycle-based analysis, combustion thermochemistry, and compressible fluid flow."
ME4235,ME,4235,Wind Energy,3.0,Fall,MEEM3201 or ME3201,"This course introduces students to the underlying principles of wind energy conversions, with an emphasis on engineering aspects of wind turbine design and construction, and the evaluation of wind resources."
ME4240,ME,4240,Combustion &amp; Air Pollution,3.0,"Fall, Spring",ME2201 or MEEM2201 or ENG3200 or CEE3200,"Introduces sources of emissions from combustion, applies thermo-chemical principles to model the formation of pollutants, and identifies impacts of air pollutants on the environment and human health. Addresses pollution regulation and societal impacts including emissions, climate change, and air quality."
ME4250,ME,4250,Heating/Ventilation/Air Cond,3.0,Spring,MEEM3201 or ME3201,"This course introduces the principles of heating, ventilation, and air-conditioning (HVAC) related to buildings. The simultaneous application of thermodynamics, heat transfer, and fluid mechanics is essential to solving thermal comfort, air quality, and building heating and cooling load problems."
ME4260,ME,4260,Fuel Cell Technology,3.0,"Fall, Spring",MEEM3201 or CM3110 or ME3201,"Fuel cell basics, operation principles and performance analysis. Emphasis on component materials and transport phenomena on proton exchange membrane fuel cells along with other types of fuel cells. Hydrogen production, transportation, and storage. Balance of plant and systems analysis."
ME4295,ME,4295,Introduction to Propulsion Systems for Hybrid Electric Vehicles,3.0,Fall,MEEM2700 or ME2700 or EE2112 or Graduate Status >= 1,"Hybrid electric vehicle analysis will be developed and applied to examine the operation, integration, and design of powertrain components. Model based simulation and design is applied to determine vehicle performance measures in comparison to vehicle technical specifications. Power flows, losses, energy usage, and drive quality are examined over drive-cycles via application of these tools."
ME4296,ME,4296,Vehicle Electrification Lab,3.0,"Fall, Summer",,"This hands-on course examines vehicle electrification from a power and energy perspective. Topics include powertrain architecture, vehicle and component testing, fuel consumption, aerodynamics and rolling resistance, engines, batteries, electric machines, and power electronics. The course culminates with the study of system interactions with emphasis on idle reduction and regenerative braking as mechanisms for increasing fuel economy."
ME4404,ME,4404,Mechanism Synthesis/Dynamic Modeling,3.0,Spring,MEEM3400 or ME3400 or MEEM2700 or ME2700,"Students apply kinematic synthesis techniques in design and  analysis of mechanical systems. They develop synthesis software to link to dynamic analysis packages such as  ADAMS, I-DEAS, Unigraphics, etc. They investigate influences of process variation on system output and learn methods to minimize the variation influences."
ME4405,ME,4405,Mechanism Synthesis/Dynamic Modeling,3.0,Spring,MEEM3400 or ME3400,"Students apply kinematic synthesis techniques in design and  analysis of mechanical systems. They develop synthesis software to link to dynamic analysis packages such as  ADAMS, I-DEAS, Unigraphics, etc. They investigate influences of process variation on system output and learn methods to minimize the variation influences."
ME4430,ME,4430,Advanced Computer Aided Design and Manufacturing Methods,4.0,"Fall, Spring, Summer",ENG1102 and (MEEM3600 or ME3600),"Students apply advanced solid modeling techniques to construct solid models of mechanical systems, document the design using GD&amp;T conventions as per ASME standards, simulate the motion of the system, and learn the computer aided manufacturing and additive manufacturing techniques."
ME4450,ME,4450,Vehicle Dynamics,3.0,Spring,MEEM3400 or ME3400 or EE3261,"This course will develop the models and techniques needed to predict the performance of a road vehicle during drive off, braking, ride, and steering maneuvers. Topics to be covered include: acceleration and braking performance, power train architecture, vehicle handling, suspension modeling, tire models, and steering control. Matlab, Adams Car, and Amesim, will be used as computational tools."
ME4610,ME,4610,Advanced Machining Processes,3.0,Spring,MEEM3600 or ME3601,"Covers mechanics of 2-D and 3-D cutting and their extension to commonly used conventional processes such as turning, boring, milling, and drilling.  Topics include force modeling, surface generation, heat transfer, tool life and dynamics."
ME4640,ME,4640,Micromanufacturing Processes,3.0,"Fall, Spring",(MEEM3400(C) or ME3400(C)) and (MEEM3600(C) or ME3601),"Introduces the processes and equipment for fabricating  microsystems and the methods for measuring component size  and system performance.  Fabrication processes include  microscale milling, drilling, diamond machining, and  lithography.  Measurement methods include interferometry  and scanning electron microscopy."
ME4650,ME,4650,Quality Engineering,3.0,"Fall, Spring, Summer",MEEM3600(C) and (MA3710 or MA3720 or MA2710 or MA2720),"Introduction to the concepts and methods of quality and  productivity improvement. Topics include principles of  Shewhart, Deming, Taguchi; meaning of quality; control  charts for variables, individuals, and attributes; process  capability analysis."
ME4655,ME,4655,Production Planning,3.0,"Spring, Summer",MEEM3600(C) or ME3601(C),"Covers fundamental production planning topics as capacity management, facility layout, process design and analysis, forecasting, inventory management, MRP, scheduling, and theory of constraints. Introduces basic lean concepts, lean production, and value stream mapping."
ME4665,ME,4665,Introduction to Lean Manufacturing,3.0,Spring,MEEM3600 or MEEM3601(C),"Introduces lean manufacturing tools, techniques, and practices. Topics include Muda, 5S, visual factory, VSM, theory of constraints, standardized work, pull system, SMED, TPM and lean assessment."
ME4695,ME,4695,Additive Manufacturing,3.0,Spring,MEEM3600(C) or MEEM3601(C),"Background, principles, process chain, software aspects, post-processing, open-source tools, applications, and future directions of AM technologies are discussed."
ME4701,ME,4701,Analytical and Experimental Modal Analysis,4.0,Spring,MEEM3750 or ME4702,Combined experimental and analytical approach to mechanical  vibration issues; characterization of the dynamic behavior  of a structure in terms of its modal parameters; digital  data acquisition and signal processing; experimental modal  analysis procedures; parameter estimation for obtaining  modal parameters; model validation and correlation with  analytical models; structural dynamics modification.
ME4702,ME,4702,Vibrations,3.0,Fall,(MEEM3911 and MEEM3750) or MEEM4775,"Theory and experimental techniques in vibration control, Shock, structural health monitoring, condition based maintenance, dynamic measurements, test methods, and planning."
ME4704,ME,4704,Acoustics and Noise Control,3.0,Spring,MA2160,"Analysis and solution of practical environmental noise  problems. Fundamental concepts of sound generation and  propagation, the unwanted effects of noise, assessment of  sound quality, and source-path-receiver concepts in noise  control. Lecture, measurement laboratory, and team project  directed at solving a real noise problem under a client's  sponsorship."
ME4705,ME,4705,Robotics and Mechatronics,4.0,"Fall, Spring",MEEM3750 or EE3160 or ME3750,"Cross-discipline system integration of sensors, actuators, and microprocessors to achieve high-level design requirements, including robotic systems.  A variety of sensor and actuation types are introduced, from both a practical and a mathematical perspective.  Embedded microprocessor applications are developed using the C programming language."
ME4707,ME,4707,Autonomous Systems,3.0,"Fall, Spring",MEEM3750 or ME3750 or MEEM4775(C) or ME4775(C) or EE3160,"The main concepts of autonomous systems will be introduced including motion control, navigation, and intelligent path planning and perception. This is a hands-on project based course. Students will have the opportunity to work with mobile robotics platforms. Having a foundational understanding of programming is recommended to make the most of this course."
ME4730,ME,4730,Dynamic System Simulation,3.0,Spring,MEEM3750 or ME3750,"Methods for simulating dynamic systems described by ordinary differential equations using numerical integration are developed. Quantifying simulation errors for both batch and real-time, control system applications is covered along with numerical optimization strategies for model validation. MATLAB and Simulink are used to illustrate key concepts."
ME4775,ME,4775,Analysis &amp; Design of Feedback Control Systems,4.0,Fall,MEEM3750 or EE3160 or ME3750,"This course covers topics of control systems design. Course includes a review for modeling of dynamical systems, stability, and root locus design. Also covers control systems design in the frequency domain, fundamentals of digital control and nonlinear systems."
ME4810,ME,4810,Introduction to Aerospace Engineering,3.0,Fall,(MEEM2150 or ME2150 or ENG2120) and (MEEM3201 or ME3201 or ENG3200 or CEE3200),"Introductory course on topics relevant to aerospace engineering and science. Topics include history, properties of the atmosphere, the solar system, atmospheric and space vehicles, mission design, and vehicle design and performance."
ME4820,ME,4820,Introduction to Aerospace Propulsion,3.0,Spring,MEEM3201 or ME3201,"Principles of jet propulsion, cycle analysis and component analysis (non-rotating components, compressors, turbines). Principles of rocket propulsion, chemical rockets, propellants, turbomachinery, electrical propulsion. Review of thermodynamics for fluid flow, one-dimensional gas dynamics, and boundary layer theory included."
ME4850,ME,4850,Naval Systems and Platforms,3.0,Fall,MEEM3201 or ME3201 or ENG3200 or CEE3200 or MSE3110,"Concepts of semi- and fully-autonomous naval and marine sensors and sensing platforms demonstrated through classroom learning and hands-on experiences. Laboratories will focus on operating sensors and sensor packages, in oceanographic and other applications."
ME4901,ME,4901,Senior Capstone Design I,2.0,"Fall, Spring",(MEEM3400 or ME3400) and EE3010(C) and (MEEM3600(C) or ME3601(C)) and (MEEM3901 or ME3901) and (MEEM3201 or ME3201) and (MEEM3750 or ME3750) and (MEEM3911 or ME3911) and MA3710(C) or (MA3710(C) and (MEEM3750 or ME3750) and AE4550(C) and AE4560(C)),"Students work in teams on ""open-ended"" engineering capstone design projects - most with industrial sponsors - developing original and creative solutions to real engineering problems."
ME4911,ME,4911,Senior Capstone Design II,2.0,"Fall, Spring",EE3010 and (MEEM3201 or ME3201) and (MEEM3600 or ME3601) and (MEEM3750 or ME3750) and (MEEM4901 or ME4901) or (AE3560 and AE4550 and (MEEM4901 or ME4901)),"Design projects started in MEEM4901 are completed and evaluated using computer-aided engineering methods, physical models, and/or prototypes as appropriate."
ME4990,ME,4990,Special Topics in Mech Engg,var,"Fall, Spring, Summer",,"Problems in mechanical engineering, engineering mechanics,  manufacturing, or industrial engineering that are not  covered in regular courses."
ME4999,ME,4999,Mechanical Engineering Senior Research Thesis,3.0,"Fall, Spring, Summer",,An undergraduate research experience during the senior year in mechanical engineering. Students begin work on an active research project/grant with faculty or continue work from the previous year. A thesis will be published in the department and archived.
MET2110,MET,2110,Applied Statics,3.0,"Fall, Spring",(PH1110 or PH1140 or PH2100) and (MA1160(C) or MA1161(C) or MA1121(C)),"Statics includes a study of forces, analysis of simple structures, equilibrium, moment of inertia, and friction."
MET2130,MET,2130,Applied Dynamics,4.0,"Fall, Spring",(ENG2120 or MET2110 or MEEM2110 or ME2110) and MA2160,"Particle and rigid plane body kinematics and kinetics covers inertia force, work-energy-power and impulse-momentum methods. Emphasizes development of student skills in problem definition and problem solving."
MET2150,MET,2150,Applied Strength of Materials,4.0,"Fall, Spring",MET2110 or MEEM2110 or ME2110,"Strength of materials considers stress and strain under axial, torsional, and bending loads. Laboratory exercises include materials testing and problem solving."
MET2153,MET,2153,Machine Tool Fundamentals and Applications,2.0,"Fall, Spring",MET2400(C) or ENG1102,"A study of basic machining processes: including setup and operation of lathes, milling machines, drill presses,  grinders and saws. Students are exposed to fundamental machining processes, nomenclature and machine operation with an overall focus on safety and quality control. "
MET2400,MET,2400,Practical Applications in Parametric Modeling,3.0,"Fall, Spring",ENG1101 or ENG1102 or ENG1101T,"Intermediate course intended to expand the student's knowledge of computer modeling techniques, introducing advanced assemblies and GD&amp;T concepts.  Investigates advanced concepts available to the designer."
MET3242,MET,3242,Machine Design I,3.0,Fall,MA2160 and (MET2150 or MEEM2150 or ME2150) and (MET2130(C) or MEEM2700(C) or ME2700(C)),"An introduction to mechanical design for technology students. The coursework applies principles of statics, dynamics and mechanics of materials to the design of simple mechanical components and systems."
MET3400,MET,3400,Applied Fluid Mechanics,3.0,Fall,MET2130 or MEEM2700 or ME2700,This course provides an introduction to the principles of fluid mechanics and their application to natural and engineering problems. Students are expected to have a good understanding of statics and dynamics. Development of engineering problem-solving skills will be emphasized.
MET3451,MET,3451,Machine Design II,3.0,Spring,MET3242,"This course extends the study of mechanical design begun in MET3242, Machine Design I and looks at more complex components and systems. Design projects are given special emphasis."
MET3500,MET,3500,Manufacturing Processes,4.0,Fall,MSE2100 and MET2153,Focuses on practical aspects of design and manufacturing. Covers fundamentals of manufacturing processes and includes a weekly lab to provide hands-on experience with manufacturing issues that influence component design.
MET3700,MET,3700,Applied Thermodynamics,3.0,Spring,MET3400,"Engineering thermodynamics principles including work, heat and temperature, pure substances, closed and open systems, first and second laws of thermodynamics, and power and refrigeration cycles."
MET4210,MET,4210,Applied Quality Techniques,3.0,Fall,MA2720(C) or MA3710(C) or MA2710(C),"Basic knowledge required to improve processes in the workplace. Includes the design of simple experiments, statistical process control, lean methodologies, and corrective and preventative action."
MET4300,MET,4300,Applied Heat Transfer,3.0,Fall,(MET3700 or MEEM2201 or ME2201) and MET3400,"Heat transfer principles including conduction, convection and radiation heat transfer mechanisms. Practical applications include thermal insulation, heat sink and heat exchanger design."
MET4355,MET,4355,Industrial Digital Twin Systems,3.0,Spring,,"This course covers the principles and architecture of Digital Twins, emphasizing their application in manufacturing and mechatronics. Students will model, simulate, and optimize systems using real-time data, enhancing decision-making, and operational efficiency in smart industrial environments."
MET4360,MET,4360,Thermal-Fluids Laboratory,1.0,"Fall, Spring",MET3400 and (MET3700 or MEEM2201 or ME2201) and MET4300(C) and (MA2710 or MA2720 or MA3710),This course provides hands-on experience with selected thermal-fluid laboratory experiments. Site/plant visits will be included for exposure to some of the practical aspects of the thermal-fluids area.
MET4377,MET,4377,Applied Fluid Power,3.0,Fall,MET2130 or MEEM3201 or ME3201,"An introduction to fluid power components and systems. The course includes component selection, circuit design, electrical interfaces, and system troubleshooting and maintenance. A laboratory exposes students to system hardware and circuit simulation techniques for mobile and industrial applications."
MET4378,MET,4378,Advanced Hydraulics: Electro-hydraulic Components &amp; Systems,3.0,Spring,MET4377,"This course covers electro-hydraulic components including solenoid operated valves, proportional valves, and servo valves. Also covered are hydraulic systems including open-loop and closed-loop."
MET4390,MET,4390,Internal Combustion Engines,3.0,Fall,MET4300 or (MET3700 and MET4360(C)),"An introduction to the basic principles and applications of internal combustion engines. The course covers design, development and testing of engine components and systems. A laboratory exposes students to current industry methods."
MET4460,MET,4460,Product Design and Development,2.0,"Fall, Spring",MET3451(C) and MET3500(C),"A treatment of design and development issues such as design  for manufacturing, prototyping, industrial design, and  customer needs. Presents integrated methodologies that  examine marketing, manufacturing, and cross-functional  teams.  Includes concurrent engineering and projects  utilizing CAD systems."
MET4510,MET,4510,Lean Manufacturing and Production Planning,3.0,Spring,,"This course provides fundamental knowledge of continuous improvement methodologies as practiced in today's competitive manufacturing and business environments. It covers the basic concepts and key techniques involved in a lean implementation through hands-on activities, reading assignments, case studies, and discussions."
MET4550,MET,4550,Computer Aided Manufacturing,3.0,Spring,MET2153 and MET2400,"Course is designed to apply techniques used in parametric modeling (CAD) and convert this information to all phases of production planning, machining, scheduling and quality control."
MET4575,MET,4575,Senior Project I,2.0,"Fall, Spring, Summer",MET4460,"Research and beginning design projects using computer-aided engineering methods, physical models, and/or prototypes. Evaluation and design optimization methods for efficient and cost-effective designs."
MET4585,MET,4585,Facilities Layout and Safety Design,3.0,Fall,,"Examines the optimization concepts and safety topics necessary to design a low risk, high efficiency manufacturing facility layout. The focus will be on quantitative tools, flow analysis techniques, hazard recognition and resource selection."
MET4660,MET,4660,CAE and FEA Methods,3.0,Fall,MET2400 and MET3242(C),"This course will introduce the use of the finite element method in stress analysis, heat transfer, and modal analysis. Emphasizes the modeling assumptions associated with using different elements and uses the computer to solve many different types of engineering problems."
MET4675,MET,4675,Senior Project II,2.0,"Fall, Spring, Summer",MET4575,"Completion and evaluation of design projects using computer-aided engineering methods, physical models, and/or prototypes. Evaluation and design optimization methods for efficient and cost-effective designs."
MET4780,MET,4780,Advanced Manufacturing,3.0,Spring,MET3500,"An introduction to advanced manufacturing processes, both traditional and nontraditional.  Study of both theory and practice will be tied to laboratory experiments utilizing a spectrum of unique materials and methods."
MET4800,MET,4800,Dynamics and Kinematics of Robotics Platforms,3.0,Spring,MET2130 or MET3130,This course covers the dynamics and kinematics of rigid bodies as the foundation for analyzing the motion of robots. Robotic kinematics is reviewed by analyzing the motion of the robot. The dynamics is reviewed by analyzing the relation between the joint actuator torques and resulting motion.
MET4802,MET,4802,Vibrations of Mechanical Systems,3.0,Fall,MET2130,This course deals with the modeling and analysis of mixed physical systems. Introduction to modeling and oscillatory response analysis for discrete and continuous mechanical and structural systems. Time and frequency domain analysis of linear system vibrations. Vibration of multi-degree-of-freedom systems. Free vibration eigenvalue problems.
MET4996,MET,4996,Special Topics in Mechanical Engineering Technology,var,On Demand,,"Selected additional topics of interest in Mechanical Engineering Technology based on student and faculty demand and interest. May be a tutorial, seminar, workshop, project, or class study."
MET4997,MET,4997,Independent Study in Mechanical Engineering Technology,var,On Demand,,"Independent study of an approved topic under the guidance of a Mechanical Engineering Technology faculty member. May be either an academic, design, or research problem/project."
MET4998,MET,4998,Undergraduate Research in Mechanical Engineering Technology,var,On Demand,,"An undergraduate research experience in Mechanical Engineering Technology. Under the guidance of a Mechanical Engineering Technology faculty member, students work on a selected/approved research problem or work directly with faculty on active research projects/grants. May require more than one semester to complete."
MET4999,MET,4999,Professional Practice Seminar,1.0,"Fall, Spring",,Course designed to review and evaluate the program objectives linked with industrial partners and accreditation body.  Focus given to preparing the student to take the certification exam.
MGT2000,MGT,2000,Team Dynamics and Decision Making,3.0,"Fall, Spring",,"Develops individual and group problem-solving skills using  active, hands-on learning. Emphasizes problem  identification and problem solution under conditions of  ambiguity and uncertainty. Stresses creativity,  interpersonal skills and skill assessment, communication,  group process and teamwork, and action planning. "
MGT3000,MGT,3000,Organizational Behavior,3.0,"Fall, Spring",,"Covers concepts of human relations and organizational  behavior through the study of people's behavior at work.  Develop understanding, attitudes, and skills leading to  increased personal effectiveness. "
MGT3100,MGT,3100,Leadership Development,3.0,Fall,,"Assesses students' current knowledge, abilities and values relevant to leadership and guides students in developing and implementing plans for new leadership abilities."
MGT3650,MGT,3650,Intellectual Property Management,3.0,"Spring, in odd years",,"Covers principles of intellectual property laws, addressing managerial and policy issues in copyright, trademark, trade secret, and patents. Readings and discussions also cover how these property and legal systems impact the balance between property exclusivity, technological innovation and public access."
MGT3800,MGT,3800,Innovation &amp; Entrepreneurship,3.0,"Fall, Spring",,"Develops an entrepreneurial mindset and a personal toolkit of methods and practices that enables students to create and evaluate entrepreneurial opportunities, marshal resources, and engage in entrepreneurial teams driven by creativity, leadership, smart action, and innovation."
MGT4000,MGT,4000,Strategic Management,3.0,"Fall, Spring",MIS2000 and FIN3000 and OSM3000 and MGT3000 and MKT3000 and BUS2300,"A capstone course focusing on managing from a strategic perspective for gaining advantages in competitive and dynamic environments, emphasizing understanding of industry, business models, growth strategies, and managing business portfolios. Integrates knowledge from finance, marketing, and organizational behavior."
MGT4100,MGT,4100,International Management,3.0,Fall,,"Addresses the complexities and challenges faced by companies operating in an increasingly globalized world. Focuses on political, legal, ethical, cultural, economic issues, and on the entry, growth and knowledge management strategies of developed and developing country firms."
MGT4200,MGT,4200,Entrepreneurial Management,3.0,On Demand,MGT3800,Draws upon the fundamental concepts of entrepreneurship covered in MGT3800 (Entrepreneurship) and enhances the understanding of these concepts from a strategic and entrepreneurial management point of view.
MGT4300,MGT,4300,Developing Entrepreneurial Ventures,3.0,Spring,MGT3800,"The concepts, skills, and attitudes critical for identifying and evaluating business opportunities and developing these opportunities into entrepreneurial ventures. Topics emphasize understanding of the discipline of innovation and method of launching new ventures."
MGT4500,MGT,4500,Managing Change in Organizations,3.0,Spring,MGT3000 or BA5700,"Studies organizational theory with an emphasis on managing change in organizations. Examines forces for change in the external environment, methods for managing change (design and implementation), the impact of change on people, and leaders as agents of change. Case studies and student projects prepare the student to manage change in organizations."
MGT4600,MGT,4600,Management of Technology and Innovation,3.0,"Fall, Spring, Summer",,Introduces disruptive innovation concepts and provides occasions for their application to timely and relevant cases. Provides an understanding of technology management and innovation processes as they occur inside and outside of organizations.
MGT4650,MGT,4650,Commercialization of Advanced Technologies,3.0,Spring,MGT4600,"Frameworks, tools, and methods for commercializing novel technologies from lab bench to marketplace. Topics include opportunity evaluation, discovery-driven planning, legal and ethical implications. Provides a hands-on approach for students to commercialize technologies developed at research units."
MGT4700,MGT,4700,Human Resource Management,3.0,Fall,MGT3000,"Examines methods that organizations use to meet  organizational goals through influencing worker attitudes,  behaviors, and performance. Topics include recruitment,  selection, training, performance appraisal, and  compensation."
MGT4990,MGT,4990,Special Topics in Management,var,On Demand,MGT3000,Examines additional management topics and issues in greater depth. A single offering of this course will concentrate on one or two topics which vary.
MIS2000,MIS,2000,IS/IT Management,3.0,"Fall, Spring, Summer",,"Focuses on the theory and application of the  information-systems discipline within an organizational context, and identifies the roles of management, users, and information systems professionals. Covers the use of information systems and implications for decision support to improve business processes, and addresses the ethical, legal, and social issues of IT."
